idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,url_avis
26-33446,2026-04-01,44,['44'],MAIRIE DE CORDEMAIS,TRAVAUX DE RÉNOVATION DU SYSTÈME DE CHAUFFAGE ET VENTILATION DE LA SALLE PANORAMIQUE DE L'HIPPODROME DE LA LOIRE A CORDEMAIS,"Chauffage (travaux), Ventilation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33446
26-33345,2026-04-01,04,['4'],COMMUNE DE MANE,"Maitrise d'œuvre relative à la réhabilitation de ""L'ilot Bourgade Sud"" en résorption d'Habitat Insalubre (RHI) à MANE (04300).","Bâtiment, Démolition, Maîtrise d'oeuvre",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33345
26-33402,2026-04-01,37,['37'],Mairie Saint-Cyr-sur-Loire,TRAVAUX DE RÉNOVATION DE CHAUFFAGES ET CHAUFFERIES,Plomberie (travaux),Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33402
26-33585,2026-04-01,46,['46'],Syndicat Mixte Des Voies Vertes Du Lot,Réfection anti-corrosion du pont de Mondiès (Arcambal),"Ouvrage d'art, Peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33585
26-33553,2026-04-01,976,['976'],Ville de Bouéni (976),TRAVAUX DE CONSTRUCTION D'UN REFECTOIRE POUR LE GROUPE SCOLAIRE DE HAGNOUDROU,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33553
26-33724,2026-04-01,94,['94'],CHI CRETEIL,REMPLACEMENT DE LA PARTIE CMSI DU SYSTEME DE SECURITE INCENDIE DU CENTRE HOSPITALIER INTERCOMMUNAL DE VILLENEUVE-SAINT-GEORGES,Sécurité incendie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33724
26-33643,2026-04-01,86,['86'],CHU DE POITIERS,"Travaux de construction de l’extension du Pôle Régional de Cancérologie et du service de médecine nucléaire, travaux de restructuration partielle du bâtiment existant PRC - Lot n°5 - SIGNALETIQUE",Signalétique,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33643
26-33717,2026-04-01,69,['69'],Ville de Mions,Remplacement des huisseries du groupe scolaire Joliot Curie,Menuiserie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33717
26-33690,2026-04-01,31,['31'],Université Toulouse  - Capitole,Travaux d'aménagement écologique et paysager du site de l'Arsenal de l'Université Toulouse Capitole,Terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33690
26-33695,2026-04-01,75,['75'],Ville de Paris- Direction Constructions Publiques et Architecture- Section Locale d'Architecture du 20ème arrondissement,"Opération 202412853: Travaux de modernisation des sanitaires sur cour de l'école élémentaire sise 103, avenue Gambetta 75020 Paris","Bâtiment, Maçonnerie, Plomberie (travaux), Menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33695
26-33757,2026-04-01,47,['47'],"SEM 47
MANDATAIRE DU CONSEIL DEPARTEMENTAL",Travaux de raccordement au réseau de chauffage urbain de l?Hôtel du Département du Lot-et-Garonne,Chauffage (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33757
26-33761,2026-04-01,38,['38'],Regie Remontees Mecaniques Chamrousse,"Fourniture et mise en oeuvre double tapis, terrassement piste",Terrassement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33761
26-33744,2026-04-01,78,['78'],Ville du Pecq,"Travaux d'aménagements urbains, de voiries et travaux d'assainissement liés aux propriétés communales","Assainissement, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-33744
26-33049,2026-04-01,85,['85'],Vendée Eau (85),"25TX138 - Travaux de renouvellement de réseaux d'eau potable, rue Simone Veil aux sables d'Olonne",Canalisations,Marchés européens,Procédure Négociée,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33049
26-32798,2026-04-01,71,"['71', '57']",ENSAM,TCE Travaux de plomberie des campus de Cluny et de Metz,Plomberie (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-32798
26-32881,2026-04-01,05,['5'],Ville de Gap,Travaux d'aménagement d'espaces verts et travaux en milieu naturel,Espaces verts,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-32881
26-32935,2026-04-01,29,['29'],Quimper Bretagne Occidentale,"RENOUVELLEMENT DES RESEAUX D’EAU POTABLE – RUES DU CROISSANT, MARIE KERSTRAT ET DE L’ODET A LANGOLEN",Alimentation en eau potable,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-32935
26-32672,2026-04-01,03,"['3', '69', '63']","Région Auvergne-Rhône-Alpes ROUTES 3DS 
Représentée par la DREAL Auvergne-Rhône-Alpes",RN209 - Contournement Nord Ouest de Vichy - Libération des emprises,Ouvrage d'infrastructure,Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-32672
26-33347,2026-04-01,25,"['25', '54', '57', '67', '68', '70', '88', '90']",Cté Cnes ALSACE RHIN BRISACH,Restructuration et réhabilitation thermique de la piscine SIRENIA,"Amiante (désamiantage), Charpente, Chauffage (travaux), Electricité (travaux), Gros oeuvre, Menuiserie, Piscine, Revêtements de sols, Sanitaire, Ventilation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33347
26-33358,2026-04-01,27,"['27', '76']",Communauté d'agglomération Seine Eure,"Création d'un aménagement cyclable Le Manoir - Pîtres - Barrage de Poses sur les communes de Le Manoir-sur-Seine, Pîtres et Amfreville-sous-les-Monts","Espaces verts, Voirie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,True,aménagement cyclable,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33358
26-33396,2026-04-01,01,"['1', '38', '69', '73', '74']",Université Savoie Mont Blanc,Travaux pour le réaménagement des laboratoires de la plateforme AnaBM,"Electricité (travaux), Mobilier, Plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33396
26-33593,2026-04-01,57,['57'],Ville de Thionville,Travaux de grosses réparations de voirie,Voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,3,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-33593
26-33562,2026-04-01,66,['66'],GHT AUDE-PYRENEES,MAPA N°06 ST 26 - TRAVAUX DE REMPLACEMENT DES EQUIPEMENTS DE HAUTE TENSION POUR LE CENTRE HOSPITALIER DE THUIR,Groupe électrogène,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33562
26-33512,2026-04-01,69,['69'],CTC-CPDE,Réaménagement des plateformes CTC,"Plomberie (travaux), Electricité (travaux), Peinture (travaux), Gros oeuvre, Pompes",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33512
26-33317,2026-04-01,29,"['29', '22', '35', '56']",Ville de Quimper,Renforcement de la charpente métallique de la Halle des sports de Penhars suite au passage du réseau urbain,Charpente,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33317
26-33468,2026-04-01,34,['34'],Mairie de Beziers,Boulevard Ernest Hemingway - Creation D'Un Carrefour A Feux,Voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-33468
26-33545,2026-04-01,13,"['13', '83', '84']",Métropole Aix Marseille Provence,DESSERTE SANITAIRE DES CIGALES A ALLAUCH,"Canalisations, Assainissement",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33545
26-33656,2026-04-01,18,['18'],Region Centre Val De Loire,Lycée Jacques Coeur à Bourges (18) Travaux de sécurisation de l'entrée principale,"Bâtiment, Electricité (travaux), Gros oeuvre, Voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-33656
26-33509,2026-04-01,03,['3'],CCI de l'ALLIER,Désamiantage et démolition d'un bâtiment sur le site de l'aérodrome de Montbeugny,"Abris, Démolition, Amiante (désamiantage)",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33509
26-33608,2026-04-01,06,['6'],Centre Hospitalier Universitaire de Nice - Hôpital de Cimiez - Etablissement support du GHT06,INTEGRATION DE LA RADIOLOGIE INTERVENTIONNELLE DANS LE BLOC OPERATOIRE DE L'ARCHET 2,"Menuiserie, Métallerie, Peinture (travaux), Plomberie (travaux), Serrurerie, Electricité (travaux), Chauffage (travaux), Cloison, faux plafond, Gros oeuvre, Revêtements de sols",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,1,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33608
26-33325,2026-04-01,70,['70'],Département de la Haute-Saône,Travaux d'extension et de réhabilitation énergétique du laboratoire départemental vétérinaire et d'hydrologie,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33325
26-33483,2026-04-01,75,['75'],Agence Publique pour l'immobilier de la justice,Travaux de déplacement de l’accès véhicule cour du mai et création d’une guérite rue Harlay dans le cadre des travaux de restructuration du bâtiment B5 du palais de justice de paris ile de la cité,Bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33483
26-33487,2026-04-01,75,"['75', '94']",CHAMBRE D'AGRICULTURE DE REGION IDF,Travaux preneurs et aménagements du bâtiment Polarity 1 à Ivry-sur-Seine de la Chambre d'agriculture de Région Ile-de-France,"Mobilier, Matériel de bureau, Cloison, faux plafond, Ventilation, Plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33487
26-33677,2026-04-01,44,['44'],Communauté de communes du Sud Estuaire,Construction de la nouvelle station d'épuration (STEP) du Migron à Frossay,"Voirie et réseaux divers, Station d'épuration (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-33677
26-33790,2026-04-01,971,['971'],CAF GUADELOUPE,Travaux de réfection des sanitaires,"Electricité (travaux), Plomberie (travaux), Peinture (travaux)",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33790
26-33776,2026-04-01,69,['69'],Communauté de Communes du Pays de L'Arbresle,Construction De  Deux Tennis Couverts,"Bâtiment, Charpente, Electricité (travaux), Gros oeuvre, Menuiserie",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33776
26-33775,2026-04-01,15,['15'],Ca Aurillac Agglomeration,Projet de rénovation de deux plateaux de bureaux situés au 24 rue Marie Maurel,Tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33775
26-33784,2026-04-01,77,['77'],Région Ile de France,Travaux de remplacement des menuiseries extérieures du lycée Le Champ de Claye à Claye-Souilly 77 - 2 lots,"Amiante (désamiantage), Menuiserie",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-33784
26-32775,2026-04-01,59,['59'],Communauté d'Agglomération Coeur de Flandre,Travaux de réhabilitation et de création de réseaux d'assainissement sur les communes d'Hazebrouck et de Steenvoorde,Assainissement,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-32775
26-32956,2026-04-01,67,"['67', '57', '54', '88', '55', '68', '8', '10', '51']",Région Grand Est,Travaux d'aménagement des locaux de la Région Grand Est sis Rue Joseph II à BRUXELLES,"Electricité (travaux), Plomberie (travaux), Menuiserie, Cloison, faux plafond, Peinture (travaux)",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-32956
