idweb,dateparution,dept,code_departement,nomacheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,source_cyclable,alerte_l228,url_avis
26-42656,2026-04-27,02,['2'],SBV Oise Amont,Travaux de restauration de la continuité écologique des rus de l'Etang Polliart et Bois Carbonnet-.,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42656
26-42660,2026-04-27,18,['18'],Ville Bourges,Réalisation d'un Pôle d'Animation Social et Vie Associative,gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42660
26-42681,2026-04-27,83,['83'],Ville de Sanary-sur-Mer (83).,TRAVAUX DE RÉFECTION ET D’ENTRETIEN DES TOITURES TUILES DES BÂTIMENTS COMMUNAUX ET DU CCAS DE SANARY-SUR-MER,"couverture, etanchéité",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42681
26-42479,2026-04-27,17,"['17', '33']",Communauté de communes de l'Estuaire,Travaux d’aménagement du ruisseau des Martinettes sur la commune d’Etauliers,rivières/ruisseaux,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42479
26-42575,2026-04-27,42,['42'],Loire Forez agglomération,Travaux d'aménagement de voirie chemin de Chézieux sur les communes de Montbrison et Saint-Romain le Puy,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42575
26-42730,2026-04-27,971,['971'],Grand Port Maritime Guadeloupe,Réparation et mise en place des pontons de la route du rhum,"travaux dans l'eau, travaux sous-marins",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42730
26-42642,2026-04-27,971,['971'],"ADGUPS - Association Départementale de Gardes, Urgences et Promotion de la Santé (MPK - 971)",Travaux d'aménagement de bureaux pour l'ADGUPS,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42642
26-42712,2026-04-27,973,['973'],Communauté d'Agglomération du Centre Littoral de Matoury (973),REALISATION D'UN BATIMENT MODULAIRE SUR LA DECHETTERIE DE MATOURY (CONTENEURS),"déchetterie (travaux), conteneur, poubelles, bâtiments modulaires",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42712
26-42677,2026-04-27,57,['57'],Mairie de Plappeville,"travaux pour la rénovation thermique de l'école élémentaire de Plappeville ""Les Venelles""",isolation,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42677
26-42678,2026-04-27,61,['61'],Service départemental d'incendie et de secours de l'Orne,MARCHE DE CONSTRUCTION D'UN CENTRE D'INCENDIE ET DE SECOURS A MAUVES SUR HUISNE,gros oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42678
26-42584,2026-04-27,77,['77'],Ville De Villeparisis,Travaux de réfection partielle de la charpente et de la couverture de l'Ecole Charlemagne,matériel de travaux publics,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42584
26-42590,2026-04-27,74,['74'],DEPARTEMENT DU TERRITOIRE DE BELFORT,Réaménagement des extérieurs de l'Hôtel du Département,voirie et réseaux divers,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42590
26-42688,2026-04-27,59,['59'],Métropole européenne de Lille,MISE EN CONFORMITE PARITE/ACCESSIBILITE DES VESTIAIRES DES UNITES TERRITORIALES DE LA MEL,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42688
26-42699,2026-04-27,24,"['24', '33', '47', '46', '87', '19', '16', '17']",Département de la Dordogne,Travaux de confortement de l'ouvrage à 19 tonnes sur la Rd32e1 situé sur les communes du Fleix et St Avit St Nazaire,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42699
26-42638,2026-04-27,40,['40'],Communauté de Communes Chalosse Tursan,Marché de travaux de voirie pour les enrobés et les enduits programme 2026.,voirie,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42638
26-42309,2026-04-27,56,['56'],REGION BRETAGNE,Passage en tarif basse tension à puissance surveillée au lycée Joseph Loth à Pontivy (56),electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42309
26-42308,2026-04-27,02,"['2', '60', '80']",Ville de Compiègne,Aménagement d’aires de jeux dans différents quartiers de Compiègne (60),aire de jeux,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42308
26-42310,2026-04-27,49,['49'],SAS Ferme expérimentale porcine des Trinottières,Marché de maîtrise d'oeuvre - Démolition et reconstruction de bâtiments agricoles en élevage porcin conventionnel à la Ferme expérimentale porcine des Trinottières,maîtrise d'oeuvre,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42310
26-42369,2026-04-27,10,['10'],Département de l'Aube,Aménagement et extension du bâtiment « demi-pension » et aménagement de deux logements du bâtiment « administration » au collège d’Ervy-le-Châtel (10130)-.,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42369
26-42490,2026-04-27,29,"['29', '22', '35', '56']",Ville de Quimper,Renforcement de la charpente métallique de la Halle des sports de Penhars suite au passage du réseau urbain,charpente,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42490
26-42378,2026-04-27,58,['58'],Communauté d'Agglomération de Nevers,Mise en conformité des exutoires de désenfumage de La Maison,"climatisation, sécurité incendie, ventilation",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42378
26-42256,2026-04-27,59,['59'],Région Hauts-de-France,Travaux de dévoiement et remplacement des réseaux en vide sanitaire dans le Lycée Hôtelier du Touquet (62),"chauffage (travaux), plomberie (travaux), sanitaire",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42256
26-42395,2026-04-27,41,['41'],Communauté d'agglomération Territoires vendômois,Travaux de renouvellement de réseaux d'eau potable sur les communes d'Artins et Vallée-de-Ronsard (41),"alimentation en eau potable, canalisations",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42395
26-42313,2026-04-27,63,['63'],Université Clermont Auvergne,OP 1148 Réaménagement des locaux du SUH – PHASE 2,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42313
26-42609,2026-04-27,13,['13'],Ville de Bouc Bel Air,"La présente consultation concerne :
fourniture, la livraison, la pose, le raccordement et la mise en service d'un poste de transformation Hta/Bt préfabriqué dans le cadre de l",transformateur,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42609
26-42612,2026-04-27,01,['1'],Terre Valserhone L'Interco,Rénovation et aménagement de l'Office de Tourisme de Terre Valserhône,"bâtiment, cloison, faux plafond, electricité (travaux), gros oeuvre, menuiserie",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42612
26-42614,2026-04-27,51,"['51', '2', '8', '10']",SDIS51,Rénovation des couvertures à la Direction départementale des sapeurs pompiers de la Marne,couverture,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42614
26-42505,2026-04-27,69,['69'],Société Publique Lyonnaise de Mobilités,Travaux de rénovation des sols des parcs relais Vaise 1 et Laurent Bonnevay,peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42505
26-42526,2026-04-27,69,['69'],Commune de Cours,Réhabilitation du stade municipal de la Rivière à Cours (69),terrain de sport,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42526
26-42547,2026-04-27,51,['51'],COMMUNE DE SAINT MEMMIE,Désimperméabilisation de la cour SUD de l’école Elémentaire « Saint-Exupéry » de SAINT-MEMMIE-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42547
26-42567,2026-04-27,02,['2'],Commune de Château-Thierry,26ST05-.,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42567
26-42459,2026-04-27,33,['33'],Ville de Libourne,Travaux de désamiantage et de curage pour la rénovation de l'îlot Montesquieu/Théâtre.,curage,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42459
26-42262,2026-04-27,06,['6'],Ville de Cagnes sur Mer (06),TRAVAUX DE CONFORTEMENT DU TALUS DE LA CHAPELLE NOTRE DAME DE LA PROTECTION,"ouvrage d'infrastructure, travaux de viabilité",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42262
26-42413,2026-04-27,13,['13'],Ville de Bouc Bel Air,"Travaux de petit entretien, petits aménagements et grosses
réparations de voirie",voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-42413
26-41749,2026-04-26,20B,"['20B', '20A']",Etablissement Public du Commerce et de l'Industrie de Corse,"Travaux de dégommage, de pontage, d'entretien des joints et d'effaçage de marquage au sol des chaussées aéronautiques des aéroports de Bastia-Poretta et Calvi Sainte-Catherine",voirie,Marchés européens,Procédure Négociée,Avis de marché,3,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-41749
26-42066,2026-04-26,62,['62'],Ville Liévin,Travaux d'entretien et de réparation du patrimoine bâti. Groupement de commande entre la Ville de LIEVIN (coordonnateur du groupement) et le C.C.A.S. de LIEVIN,"electricité (travaux), gros oeuvre, menuiserie, peinture (travaux), plomberie (travaux)",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42066
26-42063,2026-04-26,34,['34'],COMMUNAUTE d'AGGLOMERATION DU PAYS DE L'OR,REALISATION DE TRAVAUX A L'USINE D'EAU POTABLE DE VAUGUIERES-LE-BAS,travaux dans l'eau,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42063
26-42084,2026-04-26,69,"['69', '1']",Région Auvergne Rhône Alpes,Accord-cadre BHNS Trévoux-Lyon Travaux préparatoires,ouvrage d'infrastructure,Marchés européens,Procédure Ouverte,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42084
26-42012,2026-04-26,60,['60'],COMMUNAUTE DE COMMUNES DU VEXIN THELLE,Travaux de reconstruction de la station d'épuration de Chaumont en Vexin,station d'épuration (travaux),Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42012
26-41901,2026-04-26,66,['66'],CONSEIL DEPARTEMENTAL DES PYRENEES-ORIENTALES,ROUTES DEPARTEMENTALES ET INFRASTRUCTURES - STABILISATION DE FALAISES ET TALUS AMONT,"falaise, voirie",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-41901
26-42193,2026-04-26,13,['13'],Société publique des écoles marseillaises,Marché de travaux ALLOTI pour la réhabilitation avec extension neuve du site scolaire de St Tronc la Rose - 225 boulevard Paul Claudel - 13 010 MARSEILLE,"bâtiment, gros oeuvre, menuiserie, plomberie (travaux), electricité (travaux)",Marchés européens,Procédure Négociée,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42193
26-41824,2026-04-26,75,"['75', '77']",GRAND PARIS AMENAGEMENT,CREC_ Travaux de réaménagement de la Bretelle A86E - RD19b et de la RD19b (MT4) - ZAC du Triangle de l’Echat à Créteil (94),"eclairage public, espaces verts, voirie et réseaux divers",Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-41824
26-42056,2026-04-26,78,['78'],CEREMA,Travaux de création d’une salle de formation pédagogique – site Cerema de TRAPPES,tous corps d'état,Marchés européens,Procédure NC,Avis en cas de transparence ex ante volontaire,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42056
26-42118,2026-04-26,75,"['75', '95']",GRAND PARIS AMENAGEMENT,"Travaux de curage, désamiantage et déconstruction de l’ancien site hospitalier d’Adélaïde Hautval à Villiers-le-Bel (95) – PHASE 2","amiante (désamiantage), démolition",Marchés européens,Procédure Ouverte,Avis de marché,-3,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42118
26-42007,2026-04-26,37,['37'],Tours métropole Val de Loire,"Petites opérations de travaux neufs, d'entretien courant, de réparations courantes et de dépannage sur le patrimoine de Tours Métropole Val de Loire","electricité (travaux), gros oeuvre, menuiserie, plomberie (travaux), serrurerie",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42007
26-42024,2026-04-26,69,['69'],SYTRAL Mobilités - TRANSPORT,Travaux de remplacement des appareils de dilatation du pont Laurent Bonnevay,ouvrage d'infrastructure,Marchés européens,Procédure Négociée,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42024
26-41935,2026-04-26,973,['973'],COMMUNE DE SAINT LAURENT DU MARONI,"AMÉNAGEMENT DU QUARTIER DE LA CHARBONNIÈRE DANS LE CADRE D'UNE OPÉRATION DE RHI
PHASES 1 et 2",voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-41935
26-41683,2026-04-26,33,['33'],LYCÉE GUSTAVE EIFFEL,Marché de maintenance et d'entretien des toitures des collèges et des lycées de Gironde,"etanchéité, gouttières",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-41683
26-41850,2026-04-26,14,['14'],CONSEIL DEPARTEMENTAL DU CALVADOS (CD 14),2025ACA141 - Opérations de voirie sur diverses routes départementales sur le territoire commun de l'ARD de Caen et de la Communauté urbaine Caen la Mer,voirie,Marchés européens,Procédure Ouverte,Résultat de marché,2,True,False,,,True,https://www.boamp.fr/pages/avis/?q=idweb:26-41850
26-42036,2026-04-26,75,"['75', '77', '78', '91']",GHU PARIS Psychiatrie & Neurosciences,Marché de conception réalisation pour l'amélioration de la performance énergétique et rénovation des façades du site Henri Ey à Paris 13ème.,isolation,Marchés européens,Procédure Négociée,Résultat de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42036
26-42111,2026-04-26,02,"['2', '8', '51', '59']",GROUPE EPHESE,Construction d'un Foyer d'Accueil Médicalisé (FAM) et d'une Maison d'Accueil Spécialisée (MAS) à Guise (02),"gros oeuvre, plomberie (travaux), peinture (travaux), electricité (travaux), terrassement, plâtrerie, espaces verts, charpente, couverture, cloison, faux plafond, revêtements de sols, chauffage (travaux), ventilation, cuisine (équipement)",Marchés européens,Procédure Ouverte,Avis de marché,0,False,False,,,False,https://www.boamp.fr/pages/avis/?q=idweb:26-42111
